iterations, time, cart::mass_pendulum[REAL], cart::mass_cart[REAL], cart::velocity[REAL], cart::position[REAL], cart::acceleration[REAL], cart::force[REAL], cart::force_pendulum[REAL], pendulum::cart_acceleration[REAL], pendulum::force[REAL], pendulum::length_pendulum[REAL], pendulum::angle[REAL], pendulum::mass_pendulum[REAL], pendulum::angular_velocity[REAL], controller::angle[REAL], controller::angular_velocity[REAL], controller::cart_velocity[REAL], controller::cart_position[REAL], controller::force[REAL]
1987, 19.87, 0.100000, 1.000000, -0.055684, 0.119927, -0.164022, -0.044177, -0.128588, -0.164022, -0.128588, 1.000000, 3.255027, 0.100000, -0.126116, 3.255027, -0.126116, -0.055684, 0.119927, -0.044177
1988, 19.88, 0.100000, 1.000000, -0.057254, 0.119354, -0.157059, -0.038179, -0.126754, -0.157059, -0.126754, 1.000000, 3.253638, 0.100000, -0.138850, 3.253638, -0.138850, -0.057254, 0.119354, -0.038179
1989, 19.89, 0.100000, 1.000000, -0.058753, 0.118767, -0.149939, -0.032152, -0.124782, -0.149939, -0.124782, 1.000000, 3.252124, 0.100000, -0.151379, 3.252124, -0.151379, -0.058753, 0.118767, -0.032152
1990, 19.9, 0.100000, 1.000000, -0.060180, 0.118165, -0.142668, -0.026105, -0.122675, -0.142668, -0.122675, 1.000000, 3.250487, 0.100000, -0.163691, 3.250487, -0.163691, -0.060180, 0.118165, -0.026105
1991, 19.91, 0.100000, 1.000000, -0.061533, 0.117550, -0.135255, -0.020044, -0.120435, -0.135255, -0.120435, 1.000000, 3.248730, 0.100000, -0.175771, 3.248730, -0.175771, -0.061533, 0.117550, -0.020044
1992, 19.92, 0.100000, 1.000000, -0.062810, 0.116922, -0.127708, -0.013976, -0.118063, -0.127708, -0.118063, 1.000000, 3.246854, 0.100000, -0.187605, 3.246854, -0.187605, -0.062810, 0.116922, -0.013976
1993, 19.93, 0.100000, 1.000000, -0.064010, 0.116282, -0.120035, -0.007908, -0.115563, -0.120035, -0.115563, 1.000000, 3.244862, 0.100000, -0.199182, 3.244862, -0.199182, -0.064010, 0.116282, -0.007908
1994, 19.94, 0.100000, 1.000000, -0.065133, 0.115630, -0.112246, -0.001847, -0.112936, -0.112246, -0.112936, 1.000000, 3.242757, 0.100000, -0.210489, 3.242757, -0.210489, -0.065133, 0.115630, -0.001847
1995, 19.95, 0.100000, 1.000000, -0.066176, 0.114968, -0.104348, 0.004199, -0.110186, -0.104348, -0.110186, 1.000000, 3.240542, 0.100000, -0.221513, 3.240542, -0.221513, -0.066176, 0.114968, 0.004199
1996, 19.96, 0.100000, 1.000000, -0.067140, 0.114297, -0.096351, 0.010224, -0.107314, -0.096351, -0.107314, 1.000000, 3.238219, 0.100000, -0.232243, 3.238219, -0.232243, -0.067140, 0.114297, 0.010224
1997, 19.97, 0.100000, 1.000000, -0.068022, 0.113617, -0.088264, 0.016219, -0.104325, -0.088264, -0.104325, 1.000000, 3.235793, 0.100000, -0.242666, 3.235793, -0.242666, -0.068022, 0.113617, 0.016219
1998, 19.98, 0.100000, 1.000000, -0.068823, 0.112929, -0.080097, 0.022179, -0.101222, -0.080097, -0.101222, 1.000000, 3.233265, 0.100000, -0.252772, 3.233265, -0.252772, -0.068823, 0.112929, 0.022179
1999, 19.99, 0.100000, 1.000000, -0.069542, 0.112233, -0.071857, 0.028096, -0.098006, -0.071857, -0.098006, 1.000000, 3.230640, 0.100000, -0.262550, 3.230640, -0.262550, -0.069542, 0.112233, 0.028096
2000, 20, 0.100000, 1.000000, -0.070177, 0.111531, -0.063555, 0.033962, -0.094683, -0.063555, -0.094683, 1.000000, 3.227920, 0.100000, -0.271990, 3.227920, -0.271990, -0.070177, 0.111531, 0.033962
2001, 20.01, 0.100000, 1.000000, -0.070729, 0.110824, -0.055201, 0.039772, -0.091256, -0.055201, -0.091256, 1.000000, 3.225109, 0.100000, -0.281081, 3.225109, -0.281081, -0.070729, 0.110824, 0.039772
2002, 20.02, 0.100000, 1.000000, -0.071197, 0.110112, -0.046804, 0.045517, -0.087728, -0.046804, -0.087728, 1.000000, 3.222211, 0.100000, -0.289815, 3.222211, -0.289815, -0.071197, 0.110112, 0.045517
2003, 20.03, 0.100000, 1.000000, -0.071581, 0.109396, -0.038373, 0.051192, -0.084103, -0.038373, -0.084103, 1.000000, 3.219229, 0.100000, -0.298181, 3.219229, -0.298181, -0.071581, 0.109396, 0.051192
2004, 20.04, 0.100000, 1.000000, -0.071880, 0.108678, -0.029920, 0.056788, -0.080387, -0.029920, -0.080387, 1.000000, 3.216167, 0.100000, -0.306172, 3.216167, -0.306172, -0.071880, 0.108678, 0.056788
2005, 20.05, 0.100000, 1.000000, -0.072095, 0.107957, -0.021453, 0.062300, -0.076582, -0.021453, -0.076582, 1.000000, 3.213029, 0.100000, -0.313780, 3.213029, -0.313780, -0.072095, 0.107957, 0.062300
2006, 20.06, 0.100000, 1.000000, -0.072225, 0.107234, -0.012983, 0.067722, -0.072694, -0.012983, -0.072694, 1.000000, 3.209819, 0.100000, -0.320996, 3.209819, -0.320996, -0.072225, 0.107234, 0.067722
2007, 20.07, 0.100000, 1.000000, -0.072270, 0.106512, -0.004520, 0.073046, -0.068728, -0.004520, -0.068728, 1.000000, 3.206541, 0.100000, -0.327813, 3.206541, -0.327813, -0.072270, 0.106512, 0.073046
2008, 20.08, 0.100000, 1.000000, -0.072231, 0.105789, 0.003926, 0.078266, -0.064687, 0.003926, -0.064687, 1.000000, 3.203199, 0.100000, -0.334225, 3.203199, -0.334225, -0.072231, 0.105789, 0.078266
2009, 20.09, 0.100000, 1.000000, -0.072107, 0.105068, 0.012344, 0.083376, -0.060578, 0.012344, -0.060578, 1.000000, 3.199797, 0.100000, -0.340226, 3.199797, -0.340226, -0.072107, 0.105068, 0.083376
2010, 20.1, 0.100000, 1.000000, -0.071900, 0.104349, 0.020726, 0.088370, -0.056404, 0.020726, -0.056404, 1.000000, 3.196339, 0.100000, -0.345809, 3.196339, -0.345809, -0.071900, 0.104349, 0.088370
2011, 20.11, 0.100000, 1.000000, -0.071609, 0.103633, 0.029060, 0.093243, -0.052173, 0.029060, -0.052173, 1.000000, 3.192829, 0.100000, -0.350970, 3.192829, -0.350970, -0.071609, 0.103633, 0.093243
2012, 20.12, 0.100000, 1.000000, -0.071236, 0.102921, 0.037337, 0.097988, -0.047888, 0.037337, -0.047888, 1.000000, 3.189272, 0.100000, -0.355704, 3.189272, -0.355704, -0.071236, 0.102921, 0.097988
2013, 20.13, 0.100000, 1.000000, -0.070781, 0.102213, 0.045546, 0.102600, -0.043556, 0.045546, -0.043556, 1.000000, 3.185672, 0.100000, -0.360006, 3.185672, -0.360006, -0.070781, 0.102213, 0.102600
2014, 20.14, 0.100000, 1.000000, -0.070244, 0.101511, 0.053677, 0.107075, -0.039181, 0.053677, -0.039181, 1.000000, 3.182033, 0.100000, -0.363874, 3.182033, -0.363874, -0.070244, 0.101511, 0.107075
2015, 20.15, 0.100000, 1.000000, -0.069627, 0.100814, 0.061721, 0.111406, -0.034771, 0.061721, -0.034771, 1.000000, 3.178360, 0.100000, -0.367304, 3.178360, -0.367304, -0.069627, 0.100814, 0.111406
